,ramping,1-load_factor,average_daily_peak,peak_demand,net_electricity_consumption,quadratic,total
0,1.1418029069900513,1.0893306459750574,1.0808770656585693,1.2945687770843506,1.0423942804336548,1.1554573774337769,1.1340718422625766
1,1.1451250314712524,1.059991175893644,1.0808477401733398,1.194806694984436,1.0424256324768066,1.1553397178649902,1.1130893321440782
2,1.1407320499420166,1.070361639272291,1.080079197883606,1.232285976409912,1.04254949092865,1.1564741134643555,1.1204137446501385
3,0.8637384176254272,1.0325053888864073,0.9777058959007263,1.2364871501922607,0.9982814192771912,1.0438892841339111,1.0254345926693207
4,0.743532121181488,0.9210137685174788,0.8481454253196716,1.064901351928711,0.9997837543487549,0.968654990196228,0.9243385685820554
5,0.7362460494041443,0.8844282003467495,0.8336837887763977,1.0240360498428345,1.0053459405899048,0.9722757935523987,0.9093359704187383
6,0.7372308373451233,0.8813112340495374,0.833501398563385,0.9401484131813049,1.0033265352249146,0.9662681818008423,0.8936311000275179
7,0.728556752204895,0.8652188972882076,0.8279693126678467,0.8989370465278625,1.001311182975769,0.9584595561027527,0.8800754579612223
8,0.6040681600570679,0.8810465792140899,0.817097544670105,0.9516976475715637,0.9939337968826294,0.9427715539932251,0.8651025470647801
9,0.5961253046989441,0.8719047826752516,0.8168512582778931,0.9463121294975281,0.9919707775115967,0.9394420385360718,0.8604343818662142
10,0.6048796772956848,0.8831108980152116,0.8184432983398438,0.9559285640716553,0.9901329874992371,0.9361211657524109,0.8647694318290072
11,0.6037452816963196,0.8830982892458706,0.817003607749939,0.9451762437820435,0.9885962009429932,0.933417797088623,0.8618395700842981
